"REF_DATE","GEO","DGUID","Measures","Sex","Age group","Statistics","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 69","10th Percentile","Estimate","Millilitres per kilogram per minute","362","units","0","v88848182","1.1.1.2.3.1","28.0","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 69","10th Percentile","Low 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848183","1.1.1.2.3.2","27.2","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 69","10th Percentile","High 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848184","1.1.1.2.3.3","28.7","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 69","25th Percentile","Estimate","Millilitres per kilogram per minute","362","units","0","v88848185","1.1.1.2.4.1","32.4","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 69","25th Percentile","Low 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848186","1.1.1.2.4.2","31.7","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 69","25th Percentile","High 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848187","1.1.1.2.4.3","33.1","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 69","50th Percentile","Estimate","Millilitres per kilogram per minute","362","units","0","v88848188","1.1.1.2.5.1","39.3","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 69","50th Percentile","Low 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848189","1.1.1.2.5.2","38.7","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 69","50th Percentile","High 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848190","1.1.1.2.5.3","39.8","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 69","75th Percentile","Estimate","Millilitres per kilogram per minute","362","units","0","v88848191","1.1.1.2.6.1","46.2","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 69","75th Percentile","Low 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848192","1.1.1.2.6.2","45.2","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 69","75th Percentile","High 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848193","1.1.1.2.6.3","47.1","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 69","90th Percentile","Estimate","Millilitres per kilogram per minute","362","units","0","v88848194","1.1.1.2.7.1","52.6","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 69","90th Percentile","Low 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848195","1.1.1.2.7.2","51.7","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 69","90th Percentile","High 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848196","1.1.1.2.7.3","53.4","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 69","95th Percentile","Estimate","Millilitres per kilogram per minute","362","units","0","v88848197","1.1.1.2.8.1","56.3","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 69","95th Percentile","Low 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848198","1.1.1.2.8.2","55.6","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 69","95th Percentile","High 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848199","1.1.1.2.8.3","56.9","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 69","Mean","Estimate","Millilitres per kilogram per minute","362","units","0","v88848200","1.1.1.3.1.1","39.4","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 69","Mean","Low 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848201","1.1.1.3.1.2","38.9","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 69","Mean","High 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848202","1.1.1.3.1.3","40.0","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 69","5th Percentile","Estimate","Millilitres per kilogram per minute","362","units","0","v88848203","1.1.1.3.2.1","24.0","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 69","5th Percentile","Low 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848204","1.1.1.3.2.2","23.1","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 69","5th Percentile","High 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848205","1.1.1.3.2.3","24.9","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 69","10th Percentile","Estimate","Millilitres per kilogram per minute","362","units","0","v88848206","1.1.1.3.3.1","27.9","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 69","10th Percentile","Low 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848207","1.1.1.3.3.2","27.1","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 69","10th Percentile","High 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848208","1.1.1.3.3.3","28.7","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 69","25th Percentile","Estimate","Millilitres per kilogram per minute","362","units","0","v88848209","1.1.1.3.4.1","32.3","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 69","25th Percentile","Low 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848210","1.1.1.3.4.2","31.6","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 69","25th Percentile","High 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848211","1.1.1.3.4.3","33.0","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 69","50th Percentile","Estimate","Millilitres per kilogram per minute","362","units","0","v88848212","1.1.1.3.5.1","39.2","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 69","50th Percentile","Low 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848213","1.1.1.3.5.2","38.5","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 69","50th Percentile","High 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848214","1.1.1.3.5.3","39.8","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 69","75th Percentile","Estimate","Millilitres per kilogram per minute","362","units","0","v88848215","1.1.1.3.6.1","45.8","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 69","75th Percentile","Low 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848216","1.1.1.3.6.2","45.0","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 69","75th Percentile","High 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848217","1.1.1.3.6.3","46.5","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 69","90th Percentile","Estimate","Millilitres per kilogram per minute","362","units","0","v88848218","1.1.1.3.7.1","52.4","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 69","90th Percentile","Low 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848219","1.1.1.3.7.2","51.7","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 69","90th Percentile","High 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848220","1.1.1.3.7.3","53.0","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 69","95th Percentile","Estimate","Millilitres per kilogram per minute","362","units","0","v88848221","1.1.1.3.8.1","56.0","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 69","95th Percentile","Low 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848222","1.1.1.3.8.2","55.3","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 69","95th Percentile","High 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848223","1.1.1.3.8.3","56.6","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 11","Mean","Estimate","Millilitres per kilogram per minute","362","units","0","v88848224","1.1.1.4.1.1","53.3","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 11","Mean","Low 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848225","1.1.1.4.1.2","52.9","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 11","Mean","High 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848226","1.1.1.4.1.3","53.6","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 11","5th Percentile","Estimate","Millilitres per kilogram per minute","362","units","0","v88848227","1.1.1.4.2.1","45.2","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 11","5th Percentile","Low 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848228","1.1.1.4.2.2","44.4","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 11","5th Percentile","High 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848229","1.1.1.4.2.3","45.9","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 11","10th Percentile","Estimate","Millilitres per kilogram per minute","362","units","0","v88848230","1.1.1.4.3.1","46.7","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 11","10th Percentile","Low 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848231","1.1.1.4.3.2","45.8","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 11","10th Percentile","High 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848232","1.1.1.4.3.3","47.6","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 11","25th Percentile","Estimate","Millilitres per kilogram per minute","362","units","0","v88848233","1.1.1.4.4.1","49.8","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 11","25th Percentile","Low 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848234","1.1.1.4.4.2","49.3","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 11","25th Percentile","High 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848235","1.1.1.4.4.3","50.4","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 11","50th Percentile","Estimate","Millilitres per kilogram per minute","362","units","0","v88848236","1.1.1.4.5.1","53.9","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 11","50th Percentile","Low 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848237","1.1.1.4.5.2","51.6","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 11","50th Percentile","High 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848238","1.1.1.4.5.3","56.2","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 11","75th Percentile","Estimate","Millilitres per kilogram per minute","362","units","0","v88848239","1.1.1.4.6.1","57.2","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 11","75th Percentile","Low 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848240","1.1.1.4.6.2","56.8","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 11","75th Percentile","High 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848241","1.1.1.4.6.3","57.6","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 11","90th Percentile","Estimate","Millilitres per kilogram per minute","362","units","0","v88848242","1.1.1.4.7.1","59.2","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 11","90th Percentile","Low 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848243","1.1.1.4.7.2","59.0","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 11","90th Percentile","High 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848244","1.1.1.4.7.3","59.5","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 11","95th Percentile","Estimate","Millilitres per kilogram per minute","362","units","0","v88848245","1.1.1.4.8.1","59.7","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 11","95th Percentile","Low 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848246","1.1.1.4.8.2","59.4","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 6 to 11","95th Percentile","High 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848247","1.1.1.4.8.3","60.1","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 11","Mean","Estimate","Millilitres per kilogram per minute","362","units","0","v88848248","1.1.1.5.1.1","53.2","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 11","Mean","Low 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848249","1.1.1.5.1.2","52.9","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 11","Mean","High 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848250","1.1.1.5.1.3","53.6","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 11","5th Percentile","Estimate","Millilitres per kilogram per minute","362","units","0","v88848251","1.1.1.5.2.1","44.9","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 11","5th Percentile","Low 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848252","1.1.1.5.2.2","44.1","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 11","5th Percentile","High 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848253","1.1.1.5.2.3","45.6","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 11","10th Percentile","Estimate","Millilitres per kilogram per minute","362","units","0","v88848254","1.1.1.5.3.1","46.1","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 11","10th Percentile","Low 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848255","1.1.1.5.3.2","45.2","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 11","10th Percentile","High 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848256","1.1.1.5.3.3","47.1","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 11","25th Percentile","Estimate","Millilitres per kilogram per minute","362","units","0","v88848257","1.1.1.5.4.1","49.8","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 11","25th Percentile","Low 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848258","1.1.1.5.4.2","49.3","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 11","25th Percentile","High 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848259","1.1.1.5.4.3","50.3","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 11","50th Percentile","Estimate","Millilitres per kilogram per minute","362","units","0","v88848260","1.1.1.5.5.1","54.4","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 11","50th Percentile","Low 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848261","1.1.1.5.5.2","53.3","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 11","50th Percentile","High 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848262","1.1.1.5.5.3","55.6","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 11","75th Percentile","Estimate","Millilitres per kilogram per minute","362","units","0","v88848263","1.1.1.5.6.1","57.2","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 11","75th Percentile","Low 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848264","1.1.1.5.6.2","56.1","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 11","75th Percentile","High 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848265","1.1.1.5.6.3","58.2","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 11","90th Percentile","Estimate","Millilitres per kilogram per minute","362","units","0","v88848266","1.1.1.5.7.1","59.2","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 11","90th Percentile","Low 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848267","1.1.1.5.7.2","59.0","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 11","90th Percentile","High 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848268","1.1.1.5.7.3","59.4","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 11","95th Percentile","Estimate","Millilitres per kilogram per minute","362","units","0","v88848269","1.1.1.5.8.1","59.6","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 11","95th Percentile","Low 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848270","1.1.1.5.8.2","59.3","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 8 to 11","95th Percentile","High 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848271","1.1.1.5.8.3","59.8","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 12 to 19","Mean","Estimate","Millilitres per kilogram per minute","362","units","0","v88848272","1.1.1.6.1.1","48.6","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 12 to 19","Mean","Low 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848273","1.1.1.6.1.2","48.0","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 12 to 19","Mean","High 95% confidence interval, estimate","Millilitres per kilogram per minute","362","units","0","v88848274","1.1.1.6.1.3","49.3","","","","1"
"2009","Canada","2016A000011124","Predicted maximal oxygen consumption","Both sexes","Ages 12 to 19","5th Percentile","Estimate","Millilitres per kilogram per minute","362","units","0","v88848275","1.1.1.6.2.1","37.6","","","","1"
